@class: format(){
   Output_every: 1
//@PHREEQCOutput: chemistry1.inp

Output_every: 1
 The column headers in this file can be edited and determine the output for the next run.
Var: 	 T                   	 Ca.tot                	 Si.tot                	 waterbalance            	 watervolume             	 pH                      	 Ca.bulksolution         	 Ca.bulksolid            	 Si.bulksolid            	 Si.bulksolution         	 Portlandite[s].tot      	 CSHQ_JenD.tot.con       	 CSHQ_JenH.tot.con       	 CSHQ_TobD.tot.con       	 CSHQ_TobH.tot.con       	 Ca.bulkss               	 Si.bulkss               	
Data:	 2.98150000e2            	 1.12345000              	 3.14558000e-1           	 50.0000000              	 2.27387396e-2           	 12.4800294              	 4.43236380e-4           	 1.12300676              	 3.14557291e-1           	 7.08956864e-7           	 6.11325771e-1           	 1.68589645e-1           	 1.12043852e-1           	 1.26846834e-1           	 5.54593813e-3           	 5.11680993e-1           	 3.14557291e-1           	

}

@format()

Output_every: 1
// The column headers in this file can be edited and determine the output for the next run.
Var: 	 T                       	 Ca.tot                  	 Si.tot                  	 waterbalance            	 watervolume             	 pH                      	 Ca.bulksolution         	 Ca.bulksolid            	 Si.bulksolid            	 Si.bulksolution         	 Portlandite[s].tot      	 CSHQ_JenD.tot.con       	 CSHQ_JenH.tot.con       	 CSHQ_TobD.tot.con       	 CSHQ_TobH.tot.con       	 Ca.bulkss               	 Si.bulkss               	
Data:	 2.98150000e2            	 1.12000000              	 3.33000000e-1           	 1.25000000e2            	 9.74548508e-2           	 12.4800294              	 1.89964510e-3           	 1.11810035              	 3.32996962e-1           	 3.03848351e-6           	 5.76424098e-1           	 1.78472542e-1           	 1.18611978e-1           	 1.34282726e-1           	 5.87104670e-3           	 5.41676257e-1           	 3.32996962e-1           	
Data:	 2.98150000e2            	 1.52000000              	 2.84000000e-1           	 88.1000000              	 5.44232107e-2           	 12.4800294              	 1.06084802e-3           	 1.51893915              	 2.83998303e-1           	 1.69682706e-6           	 1.05696756              	 1.52211296e-1           	 1.01158882e-1           	 1.14523766e-1           	 5.00715470e-3           	 4.61971596e-1           	 2.83998303e-1           	
Data:	 2.98150000e2            	 1.03000000              	 2.80000000e-1           	 1.01000000e2            	 7.62462782e-2           	 12.4800294              	 1.48623560e-3           	 1.02851376              	 2.79997623e-1           	 2.37723476e-6           	 5.73049956e-1           	 1.50067098e-1           	 9.97338583e-2           	 1.12910471e-1           	 4.93661897e-3           	 4.55463808e-1           	 2.79997623e-1           	
Data:	 2.98150000e2            	 1.76000000              	 2.72000000e-1           	 80.9000000              	 4.31662306e-2           	 12.4800294              	 8.41420592e-4           	 1.75915858              	 2.71998654e-1           	 1.34585276e-6           	 1.31670646              	 1.45779983e-1           	 9.68846627e-2           	 1.09684847e-1           	 4.79558970e-3           	 4.42452124e-1           	 2.71998654e-1           	
Data:	 2.98150000e2            	 2.80000000e-1           	 3.98000000e-1           	 1.21000000e2            	 1.09773245e-1           	 10.6135477              	 9.33262414e-5           	 2.79906674e-1           	 3.97848495e-1           	 1.51505440e-4           	 0.0                     	 2.54604693e-5           	 4.96443076e-3           	 2.91214286e-2           	 3.73451833e-1           	 2.79906674e-1           	 3.97848495e-1           	
Data:	 2.98150000e2            	 1.37000000              	 2.00000000e-1           	 1.31000000e2            	 1.01954570e-1           	 12.4800294              	 1.98735617e-3           	 1.36801264              	 1.99996821e-1           	 3.17877743e-6           	 1.04268376              	 1.07189991e-1           	 7.12379428e-2           	 8.06497396e-2           	 3.52613030e-3           	 3.25328883e-1           	 1.99996821e-1           	
Data:	 2.98150000e2            	 1.73000000e-1           	 2.37000000e-1           	 91.7000000              	 8.48228145e-2           	 10.8736212              	 7.71110121e-5           	 1.72922889e-1           	 2.36913755e-1           	 8.62450697e-5           	 0.0                     	 5.44943928e-5           	 6.43619227e-3           	 2.73206039e-2           	 2.12226585e-1           	 1.72922889e-1           	 2.36913755e-1           	
Data:	 2.98150000e2            	 2.00000000              	 3.90000000e-1           	 97.3000000              	 5.26038603e-2           	 12.4800294              	 1.02538421e-3           	 1.99897462              	 3.89998360e-1           	 1.64010268e-6           	 1.36457588              	 2.09022925e-1           	 1.38915612e-1           	 1.57268831e-1           	 6.87603446e-3           	 6.34398737e-1           	 3.89998360e-1           	
Data:	 2.98150000e2            	 1.72000000              	 2.48000000e-1           	 1.27000000e2            	 9.05692932e-2           	 12.4800294              	 1.76542791e-3           	 1.71823457              	 2.47997176e-1           	 2.82380304e-6           	 1.31482494              	 1.32916187e-1           	 8.83354472e-2           	 1.00006128e-1           	 4.37242129e-3           	 4.03409633e-1           	 2.47997176e-1           	
Data:	 2.98150000e2            	 1.53000000              	 3.11000000e-1           	 1.33000000e2            	 9.85766976e-2           	 12.4800294              	 1.92151277e-3           	 1.52807849              	 3.10996927e-1           	 3.07346087e-6           	 1.02218903              	 1.66681437e-1           	 1.10775667e-1           	 1.25411099e-1           	 5.48316558e-3           	 5.05889454e-1           	 3.10996927e-1           	
Data:	 2.98150000e2            	 1.35000000              	 3.00000000e-1           	 1.12000000e2            	 8.10453897e-2           	 12.4800294              	 1.57978259e-3           	 1.34842022              	 2.99997473e-1           	 2.52686324e-6           	 8.60423247e-1           	 1.60786187e-1           	 1.06857713e-1           	 1.20975513e-1           	 5.28923497e-3           	 4.87996970e-1           	 2.99997473e-1           	
Data:	 2.98150000e2            	 1.06000000              	 2.65000000e-1           	 53.7000000              	 2.87002846e-2           	 12.4800294              	 5.59442188e-4           	 1.05944056              	 2.64999105e-1           	 8.94828126e-7           	 6.28374392e-1           	 1.42028515e-1           	 9.43914557e-2           	 1.06862243e-1           	 4.67218113e-3           	 4.31066166e-1           	 2.64999105e-1           	
Data:	 2.98150000e2            	 1.20000000              	 1.09000000e-1           	 1.20000000e2            	 9.60538183e-2           	 12.4800294              	 1.87233538e-3           	 1.19812766              	 1.08997005e-1           	 2.99480160e-6           	 1.02082548              	 5.84178683e-2           	 3.88242292e-2           	 4.39535990e-2           	 1.92171876e-3           	 1.77302188e-1           	 1.08997005e-1           	
Data:	 2.98150000e2            	 1.18000000              	 3.07000000e-1           	 1.32000000e2            	 1.03966618e-1           	 12.4800294              	 2.02657616e-3           	 1.17797342              	 3.06996758e-1           	 3.24150982e-6           	 6.78590924e-1           	 1.64537513e-1           	 1.09350826e-1           	 1.23798011e-1           	 5.41263889e-3           	 4.99382499e-1           	 3.06996758e-1           	
Data:	 2.98150000e2            	 1.41000000              	 3.16000000e-1           	 1.39000000e2            	 1.06629921e-1           	 12.4800294              	 2.07849075e-3           	 1.40792151              	 3.15996675e-1           	 3.32454725e-6           	 8.93899112e-1           	 1.69361095e-1           	 1.12556554e-1           	 1.27427273e-1           	 5.57131581e-3           	 5.14022397e-1           	 3.15996675e-1           	
Data:	 2.98150000e2            	 1.54000000              	 3.19000000e-1           	 81.7000000              	 4.68691684e-2           	 12.4800294              	 9.13600351e-4           	 1.53908640              	 3.18998539e-1           	 1.46130433e-6           	 1.02018096              	 1.70969969e-1           	 1.13625804e-1           	 1.28637790e-1           	 5.62424146e-3           	 5.18905439e-1           	 3.18998539e-1           	
Data:	 2.98150000e2            	 7.26000000e-1           	 3.25000000e-1           	 63.3000000              	 4.29708835e-2           	 12.4800294              	 8.37612776e-4           	 7.25162387e-1           	 3.24998660e-1           	 1.33976215e-6           	 1.96496729e-1           	 1.74185785e-1           	 1.15763020e-1           	 1.31057370e-1           	 5.73002919e-3           	 5.28665658e-1           	 3.24998660e-1           	
Data:	 2.98150000e2            	 1.32000000              	 1.50000000e-1           	 1.48000000e2            	 1.20996220e-1           	 12.4800294              	 2.35852678e-3           	 1.31764147              	 1.49996228e-1           	 3.77246505e-6           	 1.07364707              	 8.03917488e-2           	 5.34279625e-2           	 6.04867449e-2           	 2.64457325e-3           	 2.43994404e-1           	 1.49996228e-1           	
Data:	 2.98150000e2            	 1.42000000              	 2.11000000e-1           	 1.22000000e2            	 9.17984635e-2           	 12.4800294              	 1.78938759e-3           	 1.41821061              	 2.10997138e-1           	 2.86212657e-6           	 1.07498784              	 1.13085703e-1           	 7.51562047e-2           	 8.50856735e-2           	 3.72007614e-3           	 3.43222771e-1           	 2.10997138e-1           	
Data:	 2.98150000e2            	 8.14000000e-1           	 2.38000000e-1           	 77.1000000              	 5.71583929e-2           	 12.4800294              	 1.11416374e-3           	 8.12885836e-1           	 2.37998218e-1           	 1.78210559e-6           	 4.25741211e-1           	 1.27557161e-1           	 8.47738645e-2           	 9.59739969e-2           	 4.19613033e-3           	 3.87144625e-1           	 2.37998218e-1           	
Data:	 2.98150000e2            	 1.73000000              	 2.84000000e-1           	 51.4000000              	 1.39088540e-2           	 12.4800294              	 2.71119253e-4           	 1.72972888              	 2.83999566e-1           	 4.33655414e-7           	 1.26775523              	 1.52211973e-1           	 1.01159332e-1           	 1.14524276e-1           	 5.00717697e-3           	 4.61973651e-1           	 2.83999566e-1           	
Data:	 2.98150000e2            	 6.83000000e-1           	 2.73000000e-1           	 1.07000000e2            	 8.86562068e-2           	 12.4800294              	 1.72813695e-3           	 6.81271863e-1           	 2.72997236e-1           	 2.76415612e-6           	 2.37195376e-1           	 1.46315181e-1           	 9.72403528e-2           	 1.10087530e-1           	 4.81319563e-3           	 4.44076487e-1           	 2.72997236e-1           	
Data:	 2.98150000e2            	 4.43000000e-1           	 3.85000000e-1           	 54.4000000              	 3.90051743e-2           	 11.8322902              	 1.56775037e-4           	 4.42843225e-1           	 3.84992701e-1           	 7.29854200e-6           	 0.0                     	 1.68608117e-2           	 1.40943446e-1           	 1.91364294e-1           	 1.05225578e-1           	 4.42843225e-1           	 3.84992701e-1           	
Data:	 2.98150000e2            	 3.10000000e-1           	 1.88000000e-1           	 84.6000000              	 7.48642775e-2           	 12.4800294              	 1.45929686e-3           	 3.08540703e-1           	 1.87997666e-1           	 2.33414623e-6           	 2.73048959e-3           	 1.00758942e-1           	 6.69638991e-2           	 7.58110190e-2           	 3.31457401e-3           	 3.05810214e-1           	 1.87997666e-1           	
Data:	 2.98150000e2            	 7.33000000e-1           	 2.94000000e-1           	 92.5000000              	 7.27698532e-2           	 12.4800294              	 1.41847115e-3           	 7.31581529e-1           	 2.93997731e-1           	 2.26884549e-6           	 2.53344161e-1           	 1.57570575e-1           	 1.04720632e-1           	 1.18556087e-1           	 5.18345393e-3           	 4.78237368e-1           	 2.93997731e-1           	
Data:	 2.98150000e2            	 1.42000000              	 3.93000000e-1           	 56.3000000              	 2.19397364e-2           	 12.4800294              	 4.27661757e-4           	 1.41957234              	 3.92999316e-1           	 6.84045246e-7           	 7.80292036e-1           	 2.10631313e-1           	 1.39984539e-1           	 1.58478981e-1           	 6.92894411e-3           	 6.39280303e-1           	 3.92999316e-1           	
Data:	 2.98150000e2            	 9.01000000e-1           	 1.83000000e-1           	 1.36000000e2            	 1.15785014e-1           	 12.4800294              	 2.25694702e-3           	 8.98743053e-1           	 1.82996390e-1           	 3.60998815e-6           	 6.01068266e-1           	 9.80784655e-2           	 6.51824678e-2           	 7.37942289e-2           	 3.22639686e-3           	 2.97674787e-1           	 1.82996390e-1           	
Data:	 2.98150000e2            	 1.63000000              	 2.88000000e-1           	 87.0000000              	 5.12518835e-2           	 12.4800294              	 9.99030713e-4           	 1.62900097              	 2.87998402e-1           	 1.59795025e-6           	 1.16052253              	 1.54355183e-1           	 1.02583699e-1           	 1.16136827e-1           	 5.07768017e-3           	 4.68478438e-1           	 2.87998402e-1           	
Data:	 2.98150000e2            	 1.48000000              	 2.32000000e-1           	 67.4000000              	 3.55950576e-2           	 12.4800294              	 6.93839003e-4           	 1.47930616              	 2.31998890e-1           	 1.10979592e-6           	 1.10192046              	 1.24341771e-1           	 8.26369317e-2           	 9.35547374e-2           	 4.09035660e-3           	 3.77385697e-1           	 2.31998890e-1           	
Data:	 2.98150000e2            	 1.59000000              	 1.75000000e-1           	 77.8000000              	 4.53078745e-2           	 12.4800294              	 8.83166727e-4           	 1.58911683              	 1.74998587e-1           	 1.41262573e-6           	 1.30445183              	 9.37919754e-2           	 6.23336875e-2           	 7.05690742e-2           	 3.08538815e-3           	 2.84664999e-1           	 1.74998587e-1           	
Data:	 2.98150000e2            	 8.09000000e-1           	 2.36000000e-1           	 1.15000000e2            	 9.52284361e-2           	 12.4800294              	 1.85624656e-3           	 8.07143753e-1           	 2.35997031e-1           	 2.96906753e-6           	 4.23254400e-1           	 1.26484608e-1           	 8.40610510e-2           	 9.51670081e-2           	 4.16084754e-3           	 3.83889354e-1           	 2.35997031e-1           	
Data:	 2.98150000e2            	 1.71000000              	 1.93000000e-1           	 53.1000000              	 1.80194967e-2           	 12.4800294              	 3.51246226e-4           	 1.70964875              	 1.92999438e-1           	 5.61818557e-7           	 1.39570231              	 1.03439684e-1           	 6.87455073e-2           	 7.78280092e-2           	 3.40275992e-3           	 3.13946448e-1           	 1.92999438e-1           	
Data:	 2.98150000e2            	 1.43000000              	 3.86000000e-1           	 1.46000000e2            	 1.11700165e-1           	 12.4800294              	 2.17732282e-3           	 1.42782268              	 3.85996517e-1           	 3.48262919e-6           	 7.99933619e-1           	 2.06878103e-1           	 1.37490174e-1           	 1.55655067e-1           	 6.80547825e-3           	 6.27889058e-1           	 3.85996517e-1           	
Data:	 2.98150000e2            	 1.87000000              	 2.77000000e-1           	 1.11000000e2            	 7.12011980e-2           	 12.4800294              	 1.38789404e-3           	 1.86861211              	 2.76997780e-1           	 2.21993738e-6           	 1.41802805              	 1.48459307e-1           	 9.86653282e-2           	 1.11700770e-1           	 4.88372895e-3           	 4.50584053e-1           	 2.76997780e-1           	
Data:	 2.98150000e2            	 1.10000000              	 2.08000000e-1           	 1.50000000e2            	 1.25652581e-1           	 12.4800294              	 2.44929120e-3           	 1.09755071              	 2.07996082e-1           	 3.91764280e-6           	 7.59209666e-1           	 1.11477262e-1           	 7.40872426e-2           	 8.38754825e-2           	 3.66716473e-3           	 3.38341043e-1           	 2.07996082e-1           	
Data:	 2.98150000e2            	 3.00000000e-1           	 1.01000000e-1           	 1.24000000e2            	 1.16439645e-1           	 12.4800294              	 2.26970744e-3           	 2.97730293e-1           	 1.00996370e-1           	 3.63039846e-6           	 1.33442501e-1           	 5.41298599e-2           	 3.59744398e-2           	 4.07273019e-2           	 1.78066010e-3           	 1.64287792e-1           	 1.00996370e-1           	
Data:	 2.98150000e2            	 1.71000000e-1           	 1.68000000e-1           	 1.20000000e2            	 1.13840474e-1           	 11.6301840              	 2.93431686e-4           	 1.70706568e-1           	 1.67967934e-1           	 3.20663008e-5           	 0.0                     	 2.59934412e-3           	 4.30977205e-2           	 7.00713375e-2           	 7.64206698e-2           	 1.70706568e-1           	 1.67967934e-1           	
Data:	 2.98150000e2            	 6.88000000e-1           	 3.77000000e-1           	 1.10000000e2            	 8.92272193e-2           	 12.4800294              	 1.73926745e-3           	 6.86260733e-1           	 3.76997218e-1           	 2.78195936e-6           	 7.30105667e-2           	 2.02054853e-1           	 1.34284666e-1           	 1.52026054e-1           	 6.64681222e-3           	 6.13250166e-1           	 3.76997218e-1           	
Data:	 2.98150000e2            	 8.29000000e-1           	 1.41000000e-1           	 1.17000000e2            	 9.90093342e-2           	 12.4800294              	 1.92994597e-3           	 8.27070054e-1           	 1.40996913e-1           	 3.08694977e-6           	 5.97714568e-1           	 7.55684900e-2           	 5.02224483e-2           	 5.68577253e-2           	 2.48590695e-3           	 2.29355486e-1           	 1.40996913e-1           	
Data:	 2.98150000e2            	 3.51000000e-1           	 3.02000000e-1           	 1.11000000e2            	 9.88561250e-2           	 11.8486694              	 4.12506831e-4           	 3.50587493e-1           	 3.01982127e-1           	 1.78729250e-5           	 0.0                     	 1.43122493e-2           	 1.12894603e-1           	 1.51442098e-1           	 7.85791005e-2           	 3.50587493e-1           	 3.01982127e-1           	
Data:	 2.98150000e2            	 1.85000000              	 1.85000000e-1           	 1.25000000e2            	 8.76457159e-2           	 12.4800294              	 1.70843989e-3           	 1.84829156              	 1.84997267e-1           	 2.73265066e-6           	 1.54736201              	 9.91508526e-2           	 6.58951711e-2           	 7.46010929e-2           	 3.26167419e-3           	 3.00929555e-1           	 1.84997267e-1           	
Data:	 2.98150000e2            	 1.28000000              	 1.71000000e-1           	 63.1000000              	 3.62650554e-2           	 12.4800294              	 7.06898979e-4           	 1.27929310              	 1.70998869e-1           	 1.13068536e-6           	 1.00113432              	 9.16482926e-2           	 6.09090064e-2           	 6.89561674e-2           	 3.01486939e-3           	 2.78158777e-1           	 1.70998869e-1           	
Data:	 2.98150000e2            	 1.29000000              	 3.22000000e-1           	 1.12000000e2            	 8.16301534e-2           	 12.4800294              	 1.59118114e-3           	 1.28840882              	 3.21997455e-1           	 2.54509522e-6           	 7.64625133e-1           	 1.72577264e-1           	 1.14694004e-1           	 1.29847118e-1           	 5.67711515e-3           	 5.23783686e-1           	 3.21997455e-1           	
Data:	 2.98150000e2            	 1.70000000              	 1.34000000e-1           	 52.9000000              	 1.93278252e-2           	 12.4800294              	 3.76748905e-4           	 1.69962325              	 1.33999397e-1           	 6.02610107e-7           	 1.48165042              	 7.18181122e-2           	 4.77299656e-2           	 5.40359414e-2           	 2.36253423e-3           	 2.17972836e-1           	 1.33999397e-1           	
Data:	 2.98150000e2            	 2.57000000e-1           	 3.31000000e-1           	 1.46000000e2            	 1.35948151e-1           	 11.1161763              	 1.49264858e-4           	 2.56850735e-1           	 3.30901921e-1           	 9.80788681e-5           	 0.0                     	 2.76756931e-4           	 1.92376449e-2           	 5.94582569e-2           	 2.71838943e-1           	 2.56850735e-1           	 3.30901921e-1           	
Data:	 2.98150000e2            	 2.02000000e-1           	 2.71000000e-1           	 75.8000000              	 6.78100340e-2           	 10.9723569              	 6.54429868e-5           	 2.01934557e-1           	 2.70939510e-1           	 6.04901869e-5           	 0.0                     	 1.04068210e-4           	 9.99552127e-3           	 3.73536771e-2           	 2.35970910e-1           	 2.01934557e-1           	 2.70939510e-1           	
Data:	 2.98150000e2            	 7.12000000e-1           	 3.62000000e-1           	 1.25000000e2            	 1.04146770e-1           	 12.4800294              	 2.03008776e-3           	 7.09969912e-1           	 3.61996753e-1           	 3.24712664e-6           	 1.21120557e-1           	 1.94015226e-1           	 1.28941569e-1           	 1.45977039e-1           	 6.38234004e-3           	 5.88849355e-1           	 3.61996753e-1           	
Data:	 2.98150000e2            	 1.24000000              	 1.81000000e-1           	 68.7000000              	 4.23651475e-2           	 12.4800294              	 8.25805427e-4           	 1.23917419              	 1.80998679e-1           	 1.32087629e-6           	 9.44749025e-1           	 9.70077754e-2           	 6.44708924e-2           	 7.29886418e-2           	 3.19117536e-3           	 2.94425170e-1           	 1.80998679e-1           	
Data:	 2.98150000e2            	 1.44000000              	 1.91000000e-1           	 96.7000000              	 6.65653919e-2           	 12.4800294              	 1.29753028e-3           	 1.43870247              	 1.90997925e-1           	 2.07540050e-6           	 1.12801182              	 1.02366956e-1           	 6.80325774e-2           	 7.70208886e-2           	 3.36747137e-3           	 3.10690645e-1           	 1.90997925e-1           	
Data:	 2.98150000e2            	 1.82000000              	 1.98000000e-1           	 61.9000000              	 2.47347948e-2           	 12.4800294              	 4.82144617e-4           	 1.81951786              	 1.97999229e-1           	 7.71190613e-7           	 1.49743840              	 1.06119364e-1           	 7.05264096e-2           	 7.98442003e-2           	 3.49091089e-3           	 3.22079459e-1           	 1.97999229e-1           	
Data:	 2.98150000e2            	 1.69000000              	 1.96000000e-1           	 86.4000000              	 5.16427414e-2           	 12.4800294              	 1.00664954e-3           	 1.68899335              	 1.95998390e-1           	 1.61013656e-6           	 1.37016860              	 1.05046997e-1           	 6.98137200e-2           	 7.90373518e-2           	 3.45563423e-3           	 3.18824753e-1           	 1.95998390e-1           	
Data:	 2.98150000e2            	 1.14000000              	 1.70000000e-1           	 1.46000000e2            	 1.21784436e-1           	 12.4800294              	 2.37389115e-3           	 1.13762611              	 1.69996203e-1           	 3.79704036e-6           	 8.61098340e-1           	 9.11109051e-2           	 6.05518613e-2           	 6.85518371e-2           	 2.99719145e-3           	 2.76527769e-1           	 1.69996203e-1           	
Data:	 2.98150000e2            	 7.54000000e-1           	 3.64000000e-1           	 98.4000000              	 7.67210792e-2           	 12.4800294              	 1.49549069e-3           	 7.52504509e-1           	 3.63997608e-1           	 2.39203828e-6           	 1.60400423e-1           	 1.95087602e-1           	 1.29654265e-1           	 1.46783895e-1           	 6.41761698e-3           	 5.92104087e-1           	 3.63997608e-1           	
Data:	 2.98150000e2            	 9.49000000e-1           	 2.19000000e-1           	 1.24000000e2            	 1.02099222e-1           	 12.4800294              	 1.99017580e-3           	 9.47009824e-1           	 2.18996817e-1           	 3.18328743e-6           	 5.90774214e-1           	 1.17373199e-1           	 7.80056533e-2           	 8.83115849e-2           	 3.86111793e-3           	 3.56235611e-1           	 2.18996817e-1           	
Data:	 2.98150000e2            	 1.99000000e-1           	 3.33000000e-1           	 1.12000000e2            	 1.04554835e-1           	 7.96146194              	 2.74813479e-4           	 1.98725187e-1           	 2.97903450e-1           	 3.50965504e-2           	 0.0                     	 1.41535527e-10          	 2.23584242e-6           	 2.86629208e-4           	 2.97710118e-1           	 1.98725187e-1           	 2.97903450e-1           	
Data:	 2.98150000e2            	 7.99000000e-1           	 3.68000000e-1           	 73.5000000              	 5.08979183e-2           	 12.4800294              	 9.92131024e-4           	 7.98007869e-1           	 3.67998413e-1           	 1.58691419e-6           	 1.99395792e-1           	 1.97231867e-1           	 1.31079333e-1           	 1.48397240e-1           	 6.48815490e-3           	 5.98612077e-1           	 3.67998413e-1           	
Data:	 2.98150000e2            	 1.20000000              	 3.27000000e-1           	 1.28000000e2            	 9.91525443e-2           	 12.4800294              	 1.93273750e-3           	 1.19806726              	 3.26996909e-1           	 3.09141483e-6           	 6.66151113e-1           	 1.75256763e-1           	 1.16474787e-1           	 1.31863174e-1           	 5.76526017e-3           	 5.31916149e-1           	 3.26996909e-1           	
Data:	 2.98150000e2            	 1.99000000              	 1.64000000e-1           	 1.24000000e2            	 8.45973343e-2           	 12.4800294              	 1.64901911e-3           	 1.98835098              	 1.63997362e-1           	 2.63760709e-6           	 1.72158135              	 8.78957757e-2           	 5.84151020e-2           	 6.61327740e-2           	 2.89142630e-3           	 2.66769633e-1           	 1.63997362e-1           	
Data:	 2.98150000e2            	 1.77000000e-1           	 3.10000000e-1           	 1.39000000e2            	 1.32619468e-1           	 7.95610167              	 3.49581877e-4           	 1.76650418e-1           	 2.64813105e-1           	 4.51868948e-2           	 0.0                     	 1.22848989e-10          	 1.95783445e-6           	 2.52556449e-4           	 2.64642768e-1           	 1.76650418e-1           	 2.64813105e-1           	
Data:	 2.98150000e2            	 1.40000000              	 2.70000000e-1           	 52.5000000              	 2.12658376e-2           	 12.4800294              	 4.14525740e-4           	 1.39958547              	 2.69999337e-1           	 6.63034179e-7           	 9.60385580e-1           	 1.44708432e-1           	 9.61725151e-2           	 1.08878612e-1           	 4.76033988e-3           	 4.39199894e-1           	 2.69999337e-1           	
Data:	 2.98150000e2            	 7.36000000e-1           	 2.78000000e-1           	 99.4000000              	 7.99824870e-2           	 12.4800294              	 1.55906389e-3           	 7.34440936e-1           	 2.77997506e-1           	 2.49372367e-6           	 2.82230658e-1           	 1.48995119e-1           	 9.90214261e-2           	 1.12103914e-1           	 4.90135506e-3           	 4.52210278e-1           	 2.77997506e-1           	
Data:	 2.98150000e2            	 3.26000000e-1           	 1.25000000e-1           	 1.43000000e2            	 1.34448729e-1           	 12.4800294              	 2.62075071e-3           	 3.23379249e-1           	 1.24995808e-1           	 4.19189238e-6           	 1.20052285e-1           	 6.69925622e-2           	 4.45229288e-2           	 5.04051980e-2           	 2.20379256e-3           	 2.03326965e-1           	 1.24995808e-1           	
Data:	 2.98150000e2            	 1.96000000              	 2.46000000e-1           	 94.3000000              	 5.35635974e-2           	 12.4800294              	 1.04409195e-3           	 1.95895591              	 2.45998330e-1           	 1.67002572e-6           	 1.55879774              	 1.31844889e-1           	 8.76234674e-2           	 9.92000830e-2           	 4.33717976e-3           	 4.00158169e-1           	 2.45998330e-1           	
Data:	 2.98150000e2            	 1.38000000              	 1.25000000e-1           	 1.07000000e2            	 7.94411451e-2           	 12.4800294              	 1.54851175e-3           	 1.37845149              	 1.24997523e-1           	 2.47684551e-6           	 1.17512173              	 6.69934814e-2           	 4.45235397e-2           	 5.04058896e-2           	 2.20382280e-3           	 2.03329755e-1           	 1.24997523e-1           	
Data:	 2.98150000e2            	 1.09000000              	 1.38000000e-1           	 1.49000000e2            	 1.26407855e-1           	 12.4800294              	 2.46401344e-3           	 1.08753599              	 1.37996059e-1           	 3.94119103e-6           	 8.63061901e-1           	 7.39601567e-2           	 4.91535579e-2           	 5.56476155e-2           	 2.43299909e-3           	 2.24474086e-1           	 1.37996059e-1           	
Data:	 2.98150000e2            	 9.79000000e-1           	 1.53000000e-1           	 82.8000000              	 6.18072178e-2           	 12.4800294              	 1.20478126e-3           	 9.77795219e-1           	 1.52998073e-1           	 1.92704838e-6           	 7.28917802e-1           	 8.20006133e-2           	 5.44972060e-2           	 6.16972544e-2           	 2.69749858e-3           	 2.48877416e-1           	 1.52998073e-1           	
Data:	 2.98150000e2            	 2.44000000e-1           	 2.15000000e-1           	 60.0000000              	 5.14904963e-2           	 11.8075732              	 1.95651260e-4           	 2.43804349e-1           	 2.14989857e-1           	 1.01429812e-5           	 0.0                     	 8.34461805e-3           	 7.60876178e-2           	 1.05282156e-1           	 6.31472692e-2           	 2.43804349e-1           	 2.14989857e-1           	
Data:	 2.98150000e2            	 1.16000000              	 3.91000000e-1           	 95.0000000              	 6.54010846e-2           	 12.4800294              	 1.27483495e-3           	 1.15872517              	 3.90997961e-1           	 2.03909929e-6           	 5.22700407e-1           	 2.09558669e-1           	 1.39271665e-1           	 1.57671925e-1           	 6.89365836e-3           	 6.36024758e-1           	 3.90997961e-1           	
Data:	 2.98150000e2            	 1.50000000              	 1.07000000e-1           	 1.07000000e2            	 7.76861810e-2           	 12.4800294              	 1.51430300e-3           	 1.49848570              	 1.06997578e-1           	 2.42212859e-6           	 1.32443592              	 5.73462583e-2           	 3.81120424e-2           	 4.31473198e-2           	 1.88646699e-3           	 1.74049779e-1           	 1.06997578e-1           	
Data:	 2.98150000e2            	 1.05000000              	 1.15000000e-1           	 1.47000000e2            	 1.25643984e-1           	 12.4800294              	 2.44912362e-3           	 1.04755088              	 1.14996083e-1           	 3.91737475e-6           	 8.60490168e-1           	 6.16331247e-2           	 4.09610728e-2           	 4.63727577e-2           	 2.02748808e-3           	 1.87060709e-1           	 1.14996083e-1           	
Data:	 2.98150000e2            	 1.67000000              	 4.00000000e-1           	 63.9000000              	 2.48885820e-2           	 12.4800294              	 4.85142323e-4           	 1.66951486              	 3.99999224e-1           	 7.75985447e-7           	 1.01884801              	 2.14382973e-1           	 1.42477874e-1           	 1.61301730e-1           	 7.05235901e-3           	 6.50666845e-1           	 3.99999224e-1           	
Data:	 2.98150000e2            	 1.61000000              	 1.76000000e-1           	 57.3000000              	 2.44063827e-2           	 12.4800294              	 4.75743022e-4           	 1.60952426              	 1.75999239e-1           	 7.60951259e-7           	 1.32323153              	 9.43282831e-2           	 6.26901150e-2           	 7.09725921e-2           	 3.10303057e-3           	 2.86292729e-1           	 1.75999239e-1           	
Data:	 2.98150000e2            	 1.31000000              	 3.64000000e-1           	 1.43000000e2            	 1.11353030e-1           	 12.4800294              	 2.17055628e-3           	 1.30782944              	 3.63996528e-1           	 3.47180611e-6           	 7.15727114e-1           	 1.95087023e-1           	 1.29653880e-1           	 1.46783459e-1           	 6.41759794e-3           	 5.92102330e-1           	 3.63996528e-1           	
