Output_every: 10
// The column headers in this file can be edited and determine the output for the next run.
Var: 	 time_years              	 integrity               	
Data:	 5.18835616e-1           	 1.00000000              	
Data:	 5.19406393e-1           	 1.00000000              	
Data:	 5.19977169e-1           	 1.00000000              	
Data:	 5.20547945e-1           	 1.00000000              	
Data:	 5.21118721e-1           	 1.00000000              	
Data:	 5.21689498e-1           	 1.00000000              	
Data:	 5.22260274e-1           	 1.00000000              	
Data:	 5.22831050e-1           	 1.00000000              	
Data:	 5.23401826e-1           	 1.00000000              	
Data:	 5.23972603e-1           	 1.00000000              	
Data:	 5.24543379e-1           	 1.00000000              	
Data:	 5.25114155e-1           	 1.00000000              	
Data:	 5.25684932e-1           	 1.00000000              	
Data:	 5.26255708e-1           	 1.00000000              	
Data:	 5.26826484e-1           	 1.00000000              	
Data:	 5.27397260e-1           	 1.00000000              	
Data:	 5.27968037e-1           	 1.00000000              	
Data:	 5.28538813e-1           	 1.00000000              	
Data:	 5.29109589e-1           	 1.00000000              	
Data:	 5.29680365e-1           	 1.00000000              	
Data:	 5.30251142e-1           	 1.00000000              	
Data:	 5.30821918e-1           	 1.00000000              	
Data:	 5.31392694e-1           	 1.00000000              	
Data:	 5.31963470e-1           	 1.00000000              	
Data:	 5.32534247e-1           	 1.00000000              	
Data:	 5.33105023e-1           	 1.00000000              	
Data:	 5.33675799e-1           	 1.00000000              	
Data:	 5.34246575e-1           	 1.00000000              	
Data:	 5.34817352e-1           	 1.00000000              	
Data:	 5.35388128e-1           	 1.00000000              	
Data:	 5.35958904e-1           	 1.00000000              	
Data:	 5.36529680e-1           	 1.00000000              	
Data:	 5.37100457e-1           	 1.00000000              	
Data:	 5.37671233e-1           	 1.00000000              	
Data:	 5.38242009e-1           	 1.00000000              	
Data:	 5.38812785e-1           	 1.00000000              	
Data:	 5.39383562e-1           	 1.00000000              	
Data:	 5.39954338e-1           	 1.00000000              	
Data:	 5.40525114e-1           	 1.00000000              	
Data:	 5.41095890e-1           	 1.00000000              	
Data:	 5.41666667e-1           	 1.00000000              	
Data:	 5.42237443e-1           	 1.00000000              	
Data:	 5.42808219e-1           	 1.00000000              	
Data:	 5.43378995e-1           	 1.00000000              	
Data:	 5.43949772e-1           	 1.00000000              	
Data:	 5.44520548e-1           	 1.00000000              	
Data:	 5.45091324e-1           	 1.00000000              	
Data:	 5.45662100e-1           	 1.00000000              	
Data:	 5.46232877e-1           	 1.00000000              	
Data:	 5.46803653e-1           	 1.00000000              	
Data:	 5.47374429e-1           	 1.00000000              	
Data:	 5.47945205e-1           	 1.00000000              	
Data:	 5.48515982e-1           	 1.00000000              	
Data:	 5.49086758e-1           	 1.00000000              	
Data:	 5.49657534e-1           	 1.00000000              	
Data:	 5.50228311e-1           	 1.00000000              	
Data:	 5.50799087e-1           	 1.00000000              	
Data:	 5.51369863e-1           	 1.00000000              	
Data:	 5.51940639e-1           	 1.00000000              	
Data:	 5.52511416e-1           	 1.00000000              	
Data:	 5.53082192e-1           	 1.00000000              	
Data:	 5.53652968e-1           	 1.00000000              	
Data:	 5.54223744e-1           	 1.00000000              	
Data:	 5.54794521e-1           	 1.00000000              	
Data:	 5.55365297e-1           	 1.00000000              	
Data:	 5.55936073e-1           	 1.00000000              	
Data:	 5.56506849e-1           	 1.00000000              	
Data:	 5.57077626e-1           	 1.00000000              	
Data:	 5.57648402e-1           	 1.00000000              	
Data:	 5.58219178e-1           	 1.00000000              	
Data:	 5.58789954e-1           	 1.00000000              	
Data:	 5.59360731e-1           	 1.00000000              	
Data:	 5.59931507e-1           	 1.00000000              	
Data:	 5.60502283e-1           	 1.00000000              	
Data:	 5.61073059e-1           	 1.00000000              	
Data:	 5.61643836e-1           	 1.00000000              	
Data:	 5.62214612e-1           	 1.00000000              	
Data:	 5.62785388e-1           	 1.00000000              	
Data:	 5.63356164e-1           	 1.00000000              	
Data:	 5.63926941e-1           	 1.00000000              	
Data:	 5.64497717e-1           	 1.00000000              	
Data:	 5.65068493e-1           	 1.00000000              	
Data:	 5.65639269e-1           	 1.00000000              	
Data:	 5.66210046e-1           	 1.00000000              	
Data:	 5.66780822e-1           	 1.00000000              	
Data:	 5.67351598e-1           	 1.00000000              	
Data:	 5.67922374e-1           	 1.00000000              	
Data:	 5.68493151e-1           	 1.00000000              	
Data:	 5.69063927e-1           	 1.00000000              	
Data:	 5.69634703e-1           	 1.00000000              	
Data:	 5.70205479e-1           	 1.00000000              	
Data:	 5.70776256e-1           	 1.00000000              	
Data:	 5.71347032e-1           	 1.00000000              	
Data:	 5.71917808e-1           	 1.00000000              	
Data:	 5.72488584e-1           	 1.00000000              	
Data:	 5.73059361e-1           	 1.00000000              	
Data:	 5.73630137e-1           	 1.00000000              	
Data:	 5.74200913e-1           	 1.00000000              	
Data:	 5.74771689e-1           	 1.00000000              	
Data:	 5.75342466e-1           	 1.00000000              	
Data:	 5.75913242e-1           	 1.00000000              	
Data:	 5.76484018e-1           	 1.00000000              	
Data:	 5.77054795e-1           	 1.00000000              	
Data:	 5.77625571e-1           	 1.00000000              	
Data:	 5.78196347e-1           	 1.00000000              	
Data:	 5.78767123e-1           	 1.00000000              	
Data:	 5.79337900e-1           	 1.00000000              	
Data:	 5.79908676e-1           	 1.00000000              	
Data:	 5.80479452e-1           	 1.00000000              	
Data:	 5.81050228e-1           	 1.00000000              	
Data:	 5.81621005e-1           	 1.00000000              	
Data:	 5.82191781e-1           	 1.00000000              	
Data:	 5.82762557e-1           	 1.00000000              	
Data:	 5.83333333e-1           	 1.00000000              	
Data:	 5.83904110e-1           	 1.00000000              	
Data:	 5.84474886e-1           	 1.00000000              	
Data:	 5.85045662e-1           	 1.00000000              	
Data:	 5.85616438e-1           	 1.00000000              	
Data:	 5.86187215e-1           	 1.00000000              	
Data:	 5.86757991e-1           	 1.00000000              	
Data:	 5.87328767e-1           	 1.00000000              	
Data:	 5.87899543e-1           	 1.00000000              	
Data:	 5.88470320e-1           	 1.00000000              	
Data:	 5.89041096e-1           	 1.00000000              	
Data:	 5.89611872e-1           	 1.00000000              	
Data:	 5.90182648e-1           	 1.00000000              	
Data:	 5.90753425e-1           	 1.00000000              	
Data:	 5.91324201e-1           	 1.00000000              	
Data:	 5.91894977e-1           	 1.00000000              	
Data:	 5.92465753e-1           	 1.00000000              	
Data:	 5.93036530e-1           	 1.00000000              	
Data:	 5.93607306e-1           	 1.00000000              	
Data:	 5.94178082e-1           	 1.00000000              	
Data:	 5.94748858e-1           	 1.00000000              	
Data:	 5.95319635e-1           	 1.00000000              	
Data:	 5.95890411e-1           	 1.00000000              	
Data:	 5.96461187e-1           	 1.00000000              	
Data:	 5.97031963e-1           	 1.00000000              	
Data:	 5.97602740e-1           	 1.00000000              	
Data:	 5.98173516e-1           	 1.00000000              	
Data:	 5.98744292e-1           	 1.00000000              	
Data:	 5.99315068e-1           	 1.00000000              	
Data:	 5.99885845e-1           	 1.00000000              	
Data:	 6.00456621e-1           	 1.00000000              	
Data:	 6.01027397e-1           	 1.00000000              	
Data:	 6.01598174e-1           	 1.00000000              	
Data:	 6.02168950e-1           	 1.00000000              	
Data:	 6.02739726e-1           	 1.00000000              	
Data:	 6.03310502e-1           	 1.00000000              	
Data:	 6.03881279e-1           	 1.00000000              	
Data:	 6.04452055e-1           	 1.00000000              	
Data:	 6.05022831e-1           	 1.00000000              	
Data:	 6.05593607e-1           	 1.00000000              	
Data:	 6.06164384e-1           	 1.00000000              	
Data:	 6.06735160e-1           	 1.00000000              	
Data:	 6.07305936e-1           	 1.00000000              	
Data:	 6.07876712e-1           	 1.00000000              	
Data:	 6.08447489e-1           	 1.00000000              	
Data:	 6.09018265e-1           	 1.00000000              	
Data:	 6.09589041e-1           	 1.00000000              	
Data:	 6.10159817e-1           	 1.00000000              	
Data:	 6.10730594e-1           	 1.00000000              	
Data:	 6.11301370e-1           	 1.00000000              	
Data:	 6.11872146e-1           	 1.00000000              	
Data:	 6.12442922e-1           	 1.00000000              	
Data:	 6.13013699e-1           	 1.00000000              	
Data:	 6.13584475e-1           	 1.00000000              	
Data:	 6.14155251e-1           	 1.00000000              	
Data:	 6.14726027e-1           	 1.00000000              	
Data:	 6.15296804e-1           	 1.00000000              	
Data:	 6.15867580e-1           	 1.00000000              	
Data:	 6.16438356e-1           	 1.00000000              	
Data:	 6.17009132e-1           	 1.00000000              	
Data:	 6.17579909e-1           	 1.00000000              	
Data:	 6.18150685e-1           	 1.00000000              	
Data:	 6.18721461e-1           	 1.00000000              	
Data:	 6.19292237e-1           	 1.00000000              	
Data:	 6.19863014e-1           	 1.00000000              	
Data:	 6.20433790e-1           	 1.00000000              	
Data:	 6.21004566e-1           	 1.00000000              	
Data:	 6.21575342e-1           	 1.00000000              	
Data:	 6.22146119e-1           	 1.00000000              	
Data:	 6.22716895e-1           	 1.00000000              	
Data:	 6.23287671e-1           	 1.00000000              	
Data:	 6.23858447e-1           	 1.00000000              	
Data:	 6.24429224e-1           	 1.00000000              	
Data:	 6.25000000e-1           	 1.00000000              	
Data:	 6.25570776e-1           	 1.00000000              	
Data:	 6.26141553e-1           	 1.00000000              	
Data:	 6.26712329e-1           	 1.00000000              	
Data:	 6.27283105e-1           	 1.00000000              	
Data:	 6.27853881e-1           	 1.00000000              	
Data:	 6.28424658e-1           	 1.00000000              	
Data:	 6.28995434e-1           	 1.00000000              	
Data:	 6.29566210e-1           	 1.00000000              	
Data:	 6.30136986e-1           	 1.00000000              	
Data:	 6.30707763e-1           	 1.00000000              	
Data:	 6.31278539e-1           	 1.00000000              	
Data:	 6.31849315e-1           	 1.00000000              	
Data:	 6.32420091e-1           	 1.00000000              	
Data:	 6.32990868e-1           	 1.00000000              	
Data:	 6.33561644e-1           	 1.00000000              	
Data:	 6.34132420e-1           	 1.00000000              	
Data:	 6.34703196e-1           	 1.00000000              	
Data:	 6.35273973e-1           	 1.00000000              	
Data:	 6.35844749e-1           	 1.00000000              	
Data:	 6.36415525e-1           	 1.00000000              	
Data:	 6.36986301e-1           	 1.00000000              	
Data:	 6.37557078e-1           	 1.00000000              	
Data:	 6.38127854e-1           	 1.00000000              	
Data:	 6.38698630e-1           	 1.00000000              	
Data:	 6.39269406e-1           	 1.00000000              	
Data:	 6.39840183e-1           	 1.00000000              	
Data:	 6.40410959e-1           	 1.00000000              	
Data:	 6.40981735e-1           	 1.00000000              	
Data:	 6.41552511e-1           	 1.00000000              	
Data:	 6.42123288e-1           	 1.00000000              	
Data:	 6.42694064e-1           	 1.00000000              	
Data:	 6.43264840e-1           	 1.00000000              	
Data:	 6.43835616e-1           	 1.00000000              	
Data:	 6.44406393e-1           	 1.00000000              	
Data:	 6.44977169e-1           	 1.00000000              	
Data:	 6.45547945e-1           	 1.00000000              	
Data:	 6.46118721e-1           	 1.00000000              	
Data:	 6.46689498e-1           	 1.00000000              	
Data:	 6.47260274e-1           	 1.00000000              	
Data:	 6.47831050e-1           	 1.00000000              	
Data:	 6.48401826e-1           	 1.00000000              	
Data:	 6.48972603e-1           	 1.00000000              	
Data:	 6.49543379e-1           	 1.00000000              	
Data:	 6.50114155e-1           	 1.00000000              	
Data:	 6.50684932e-1           	 1.00000000              	
Data:	 6.51255708e-1           	 1.00000000              	
Data:	 6.51826484e-1           	 1.00000000              	
Data:	 6.52397260e-1           	 1.00000000              	
Data:	 6.52968037e-1           	 1.00000000              	
Data:	 6.53538813e-1           	 1.00000000              	
Data:	 6.54109589e-1           	 1.00000000              	
Data:	 6.54680365e-1           	 1.00000000              	
Data:	 6.55251142e-1           	 1.00000000              	
Data:	 6.55821918e-1           	 1.00000000              	
Data:	 6.56392694e-1           	 1.00000000              	
Data:	 6.56963470e-1           	 1.00000000              	
Data:	 6.57534247e-1           	 1.00000000              	
Data:	 6.58105023e-1           	 1.00000000              	
Data:	 6.58675799e-1           	 1.00000000              	
Data:	 6.59246575e-1           	 1.00000000              	
Data:	 6.59817352e-1           	 1.00000000              	
Data:	 6.60388128e-1           	 1.00000000              	
Data:	 6.60958904e-1           	 1.00000000              	
Data:	 6.61529680e-1           	 1.00000000              	
Data:	 6.62100457e-1           	 1.00000000              	
Data:	 6.62671233e-1           	 1.00000000              	
Data:	 6.63242009e-1           	 1.00000000              	
Data:	 6.63812785e-1           	 1.00000000              	
Data:	 6.64383562e-1           	 1.00000000              	
Data:	 6.64954338e-1           	 1.00000000              	
Data:	 6.65525114e-1           	 1.00000000              	
Data:	 6.66095890e-1           	 1.00000000              	
Data:	 6.66666667e-1           	 1.00000000              	
Data:	 6.67237443e-1           	 1.00000000              	
Data:	 6.67808219e-1           	 1.00000000              	
Data:	 6.68378995e-1           	 1.00000000              	
Data:	 6.68949772e-1           	 1.00000000              	
Data:	 6.69520548e-1           	 1.00000000              	
Data:	 6.70091324e-1           	 1.00000000              	
Data:	 6.70662100e-1           	 1.00000000              	
Data:	 6.71232877e-1           	 1.00000000              	
Data:	 6.71803653e-1           	 1.00000000              	
Data:	 6.72374429e-1           	 1.00000000              	
Data:	 6.72945205e-1           	 1.00000000              	
Data:	 6.73515982e-1           	 1.00000000              	
Data:	 6.74086758e-1           	 1.00000000              	
Data:	 6.74657534e-1           	 1.00000000              	
Data:	 6.75228311e-1           	 1.00000000              	
Data:	 6.75799087e-1           	 1.00000000              	
Data:	 6.76369863e-1           	 1.00000000              	
Data:	 6.76940639e-1           	 1.00000000              	
Data:	 6.77511416e-1           	 1.00000000              	
Data:	 6.78082192e-1           	 1.00000000              	
Data:	 6.78652968e-1           	 1.00000000              	
Data:	 6.79223744e-1           	 1.00000000              	
Data:	 6.79794521e-1           	 1.00000000              	
Data:	 6.80365297e-1           	 1.00000000              	
Data:	 6.80936073e-1           	 1.00000000              	
Data:	 6.81506849e-1           	 1.00000000              	
Data:	 6.82077626e-1           	 1.00000000              	
Data:	 6.82648402e-1           	 1.00000000              	
Data:	 6.83219178e-1           	 1.00000000              	
Data:	 6.83789954e-1           	 1.00000000              	
Data:	 6.84360731e-1           	 1.00000000              	
Data:	 6.84931507e-1           	 1.00000000              	
Data:	 6.85502283e-1           	 1.00000000              	
Data:	 6.86073059e-1           	 1.00000000              	
Data:	 6.86643836e-1           	 1.00000000              	
Data:	 6.87214612e-1           	 1.00000000              	
Data:	 6.87785388e-1           	 1.00000000              	
Data:	 6.88356164e-1           	 1.00000000              	
Data:	 6.88926941e-1           	 1.00000000              	
Data:	 6.89497717e-1           	 1.00000000              	
Data:	 6.90068493e-1           	 1.00000000              	
Data:	 6.90639269e-1           	 1.00000000              	
Data:	 6.91210046e-1           	 1.00000000              	
Data:	 6.91780822e-1           	 1.00000000              	
Data:	 6.92351598e-1           	 1.00000000              	
Data:	 6.92922374e-1           	 1.00000000              	
Data:	 6.93493151e-1           	 1.00000000              	
Data:	 6.94063927e-1           	 1.00000000              	
Data:	 6.94634703e-1           	 1.00000000              	
Data:	 6.95205479e-1           	 1.00000000              	
Data:	 6.95776256e-1           	 1.00000000              	
Data:	 6.96347032e-1           	 1.00000000              	
Data:	 6.96917808e-1           	 1.00000000              	
Data:	 6.97488584e-1           	 1.00000000              	
Data:	 6.98059361e-1           	 1.00000000              	
Data:	 6.98630137e-1           	 1.00000000              	
Data:	 6.99200913e-1           	 1.00000000              	
Data:	 6.99771689e-1           	 1.00000000              	
Data:	 7.00342466e-1           	 1.00000000              	
Data:	 7.00913242e-1           	 1.00000000              	
Data:	 7.01484018e-1           	 1.00000000              	
Data:	 7.02054795e-1           	 1.00000000              	
Data:	 7.02625571e-1           	 1.00000000              	
Data:	 7.03196347e-1           	 1.00000000              	
Data:	 7.03767123e-1           	 1.00000000              	
Data:	 7.04337900e-1           	 1.00000000              	
Data:	 7.04908676e-1           	 1.00000000              	
Data:	 7.05479452e-1           	 1.00000000              	
Data:	 7.06050228e-1           	 1.00000000              	
Data:	 7.06621005e-1           	 1.00000000              	
Data:	 7.07191781e-1           	 1.00000000              	
Data:	 7.07762557e-1           	 1.00000000              	
Data:	 7.08333333e-1           	 1.00000000              	
Data:	 7.08904110e-1           	 1.00000000              	
Data:	 7.09474886e-1           	 1.00000000              	
Data:	 7.10045662e-1           	 1.00000000              	
Data:	 7.10616438e-1           	 1.00000000              	
Data:	 7.11187215e-1           	 1.00000000              	
Data:	 7.11757991e-1           	 1.00000000              	
Data:	 7.12328767e-1           	 1.00000000              	
Data:	 7.12899543e-1           	 1.00000000              	
Data:	 7.13470320e-1           	 1.00000000              	
Data:	 7.14041096e-1           	 1.00000000              	
Data:	 7.14611872e-1           	 1.00000000              	
Data:	 7.15182648e-1           	 1.00000000              	
Data:	 7.15753425e-1           	 1.00000000              	
Data:	 7.16324201e-1           	 1.00000000              	
Data:	 7.16894977e-1           	 1.00000000              	
Data:	 7.17465753e-1           	 1.00000000              	
Data:	 7.18036530e-1           	 1.00000000              	
Data:	 7.18607306e-1           	 1.00000000              	
Data:	 7.19178082e-1           	 1.00000000              	
Data:	 7.19748858e-1           	 1.00000000              	
Data:	 7.20319635e-1           	 1.00000000              	
Data:	 7.20890411e-1           	 1.00000000              	
Data:	 7.21461187e-1           	 1.00000000              	
Data:	 7.22031963e-1           	 1.00000000              	
Data:	 7.22602740e-1           	 1.00000000              	
Data:	 7.23173516e-1           	 1.00000000              	
Data:	 7.23744292e-1           	 1.00000000              	
Data:	 7.24315068e-1           	 1.00000000              	
Data:	 7.24885845e-1           	 1.00000000              	
Data:	 7.25456621e-1           	 1.00000000              	
Data:	 7.26027397e-1           	 1.00000000              	
Data:	 7.26598174e-1           	 1.00000000              	
Data:	 7.27168950e-1           	 1.00000000              	
Data:	 7.27739726e-1           	 1.00000000              	
Data:	 7.28310502e-1           	 1.00000000              	
Data:	 7.28881279e-1           	 1.00000000              	
Data:	 7.29452055e-1           	 1.00000000              	
Data:	 7.30022831e-1           	 1.00000000              	
Data:	 7.30593607e-1           	 1.00000000              	
Data:	 7.31164384e-1           	 1.00000000              	
Data:	 7.31735160e-1           	 1.00000000              	
Data:	 7.32305936e-1           	 1.00000000              	
Data:	 7.32876712e-1           	 1.00000000              	
Data:	 7.33447489e-1           	 1.00000000              	
Data:	 7.34018265e-1           	 1.00000000              	
Data:	 7.34589041e-1           	 1.00000000              	
Data:	 7.35159817e-1           	 1.00000000              	
Data:	 7.35730594e-1           	 1.00000000              	
Data:	 7.36301370e-1           	 1.00000000              	
Data:	 7.36872146e-1           	 1.00000000              	
Data:	 7.37442922e-1           	 1.00000000              	
Data:	 7.38013699e-1           	 1.00000000              	
Data:	 7.38584475e-1           	 1.00000000              	
Data:	 7.39155251e-1           	 1.00000000              	
Data:	 7.39726027e-1           	 1.00000000              	
Data:	 7.40296804e-1           	 1.00000000              	
Data:	 7.40867580e-1           	 1.00000000              	
Data:	 7.41438356e-1           	 1.00000000              	
Data:	 7.42009132e-1           	 1.00000000              	
Data:	 7.42579909e-1           	 1.00000000              	
Data:	 7.43150685e-1           	 1.00000000              	
Data:	 7.43721461e-1           	 1.00000000              	
Data:	 7.44292237e-1           	 1.00000000              	
Data:	 7.44863014e-1           	 1.00000000              	
Data:	 7.45433790e-1           	 1.00000000              	
Data:	 7.46004566e-1           	 1.00000000              	
Data:	 7.46575342e-1           	 1.00000000              	
Data:	 7.47146119e-1           	 1.00000000              	
Data:	 7.47716895e-1           	 1.00000000              	
Data:	 7.48287671e-1           	 1.00000000              	
Data:	 7.48858447e-1           	 1.00000000              	
Data:	 7.49429224e-1           	 1.00000000              	
Data:	 7.50000000e-1           	 1.00000000              	
Data:	 7.50570776e-1           	 1.00000000              	
Data:	 7.51141553e-1           	 1.00000000              	
Data:	 7.51712329e-1           	 1.00000000              	
Data:	 7.52283105e-1           	 1.00000000              	
Data:	 7.52853881e-1           	 1.00000000              	
Data:	 7.53424658e-1           	 1.00000000              	
Data:	 7.53995434e-1           	 1.00000000              	
Data:	 7.54566210e-1           	 1.00000000              	
Data:	 7.55136986e-1           	 1.00000000              	
Data:	 7.55707763e-1           	 1.00000000              	
Data:	 7.56278539e-1           	 1.00000000              	
Data:	 7.56849315e-1           	 1.00000000              	
Data:	 7.57420091e-1           	 1.00000000              	
Data:	 7.57990868e-1           	 1.00000000              	
Data:	 7.58561644e-1           	 1.00000000              	
Data:	 7.59132420e-1           	 1.00000000              	
Data:	 7.59703196e-1           	 1.00000000              	
Data:	 7.60273973e-1           	 1.00000000              	
Data:	 7.60844749e-1           	 1.00000000              	
Data:	 7.61415525e-1           	 1.00000000              	
Data:	 7.61986301e-1           	 1.00000000              	
Data:	 7.62557078e-1           	 1.00000000              	
Data:	 7.63127854e-1           	 1.00000000              	
Data:	 7.63698630e-1           	 1.00000000              	
Data:	 7.64269406e-1           	 1.00000000              	
Data:	 7.64840183e-1           	 1.00000000              	
Data:	 7.65410959e-1           	 1.00000000              	
Data:	 7.65981735e-1           	 1.00000000              	
Data:	 7.66552511e-1           	 1.00000000              	
Data:	 7.67123288e-1           	 1.00000000              	
Data:	 7.67694064e-1           	 1.00000000              	
Data:	 7.68264840e-1           	 1.00000000              	
Data:	 7.68835616e-1           	 1.00000000              	
Data:	 7.69406393e-1           	 1.00000000              	
Data:	 7.69977169e-1           	 1.00000000              	
Data:	 7.70547945e-1           	 1.00000000              	
Data:	 7.71118721e-1           	 1.00000000              	
Data:	 7.71689498e-1           	 1.00000000              	
Data:	 7.72260274e-1           	 1.00000000              	
Data:	 7.72831050e-1           	 1.00000000              	
Data:	 7.73401826e-1           	 1.00000000              	
Data:	 7.73972603e-1           	 1.00000000              	
Data:	 7.74543379e-1           	 1.00000000              	
Data:	 7.75114155e-1           	 1.00000000              	
Data:	 7.75684932e-1           	 1.00000000              	
Data:	 7.76255708e-1           	 1.00000000              	
Data:	 7.76826484e-1           	 1.00000000              	
Data:	 7.77397260e-1           	 1.00000000              	
Data:	 7.77968037e-1           	 1.00000000              	
Data:	 7.78538813e-1           	 1.00000000              	
Data:	 7.79109589e-1           	 1.00000000              	
Data:	 7.79680365e-1           	 1.00000000              	
Data:	 7.80251142e-1           	 1.00000000              	
Data:	 7.80821918e-1           	 1.00000000              	
Data:	 7.81392694e-1           	 1.00000000              	
Data:	 7.81963470e-1           	 1.00000000              	
Data:	 7.82534247e-1           	 1.00000000              	
Data:	 7.83105023e-1           	 1.00000000              	
Data:	 7.83675799e-1           	 1.00000000              	
Data:	 7.84246575e-1           	 1.00000000              	
Data:	 7.84817352e-1           	 1.00000000              	
Data:	 7.85388128e-1           	 1.00000000              	
Data:	 7.85958904e-1           	 1.00000000              	
Data:	 7.86529680e-1           	 1.00000000              	
Data:	 7.87100457e-1           	 1.00000000              	
Data:	 7.87671233e-1           	 1.00000000              	
Data:	 7.88242009e-1           	 1.00000000              	
Data:	 7.88812785e-1           	 1.00000000              	
Data:	 7.89383562e-1           	 1.00000000              	
Data:	 7.89954338e-1           	 1.00000000              	
Data:	 7.90525114e-1           	 1.00000000              	
Data:	 7.91095890e-1           	 1.00000000              	
Data:	 7.91666667e-1           	 1.00000000              	
Data:	 7.92237443e-1           	 1.00000000              	
Data:	 7.92808219e-1           	 1.00000000              	
Data:	 7.93378995e-1           	 1.00000000              	
Data:	 7.93949772e-1           	 1.00000000              	
Data:	 7.94520548e-1           	 1.00000000              	
Data:	 7.95091324e-1           	 1.00000000              	
Data:	 7.95662100e-1           	 1.00000000              	
Data:	 7.96232877e-1           	 1.00000000              	
Data:	 7.96803653e-1           	 1.00000000              	
Data:	 7.97374429e-1           	 1.00000000              	
Data:	 7.97945205e-1           	 1.00000000              	
Data:	 7.98515982e-1           	 1.00000000              	
Data:	 7.99086758e-1           	 1.00000000              	
Data:	 7.99657534e-1           	 1.00000000              	
Data:	 8.00228311e-1           	 1.00000000              	
Data:	 8.00799087e-1           	 1.00000000              	
Data:	 8.01369863e-1           	 1.00000000              	
Data:	 8.01940639e-1           	 1.00000000              	
Data:	 8.02511416e-1           	 1.00000000              	
Data:	 8.03082192e-1           	 1.00000000              	
Data:	 8.03652968e-1           	 1.00000000              	
Data:	 8.04223744e-1           	 1.00000000              	
Data:	 8.04794521e-1           	 1.00000000              	
Data:	 8.05365297e-1           	 1.00000000              	
Data:	 8.05936073e-1           	 1.00000000              	
Data:	 8.06506849e-1           	 1.00000000              	
Data:	 8.07077626e-1           	 1.00000000              	
Data:	 8.07648402e-1           	 1.00000000              	
Data:	 8.08219178e-1           	 1.00000000              	
Data:	 8.08789954e-1           	 1.00000000              	
Data:	 8.09360731e-1           	 1.00000000              	
Data:	 8.09931507e-1           	 1.00000000              	
Data:	 8.10502283e-1           	 1.00000000              	
Data:	 8.11073059e-1           	 1.00000000              	
Data:	 8.11643836e-1           	 1.00000000              	
Data:	 8.12214612e-1           	 1.00000000              	
Data:	 8.12785388e-1           	 1.00000000              	
Data:	 8.13356164e-1           	 1.00000000              	
Data:	 8.13926941e-1           	 1.00000000              	
Data:	 8.14497717e-1           	 1.00000000              	
Data:	 8.15068493e-1           	 1.00000000              	
Data:	 8.15639269e-1           	 1.00000000              	
Data:	 8.16210046e-1           	 1.00000000              	
Data:	 8.16780822e-1           	 1.00000000              	
Data:	 8.17351598e-1           	 1.00000000              	
Data:	 8.17922374e-1           	 1.00000000              	
Data:	 8.18493151e-1           	 1.00000000              	
Data:	 8.19063927e-1           	 1.00000000              	
Data:	 8.19634703e-1           	 1.00000000              	
Data:	 8.20205479e-1           	 1.00000000              	
Data:	 8.20776256e-1           	 1.00000000              	
Data:	 8.21347032e-1           	 1.00000000              	
Data:	 8.21917808e-1           	 1.00000000              	
Data:	 8.22488584e-1           	 1.00000000              	
Data:	 8.23059361e-1           	 1.00000000              	
Data:	 8.23630137e-1           	 1.00000000              	
Data:	 8.24200913e-1           	 1.00000000              	
Data:	 8.24771689e-1           	 1.00000000              	
Data:	 8.25342466e-1           	 1.00000000              	
Data:	 8.25913242e-1           	 1.00000000              	
Data:	 8.26484018e-1           	 1.00000000              	
Data:	 8.27054795e-1           	 1.00000000              	
Data:	 8.27625571e-1           	 1.00000000              	
Data:	 8.28196347e-1           	 1.00000000              	
Data:	 8.28767123e-1           	 1.00000000              	
Data:	 8.29337900e-1           	 1.00000000              	
Data:	 8.29908676e-1           	 1.00000000              	
Data:	 8.30479452e-1           	 1.00000000              	
Data:	 8.31050228e-1           	 1.00000000              	
Data:	 8.31621005e-1           	 1.00000000              	
Data:	 8.32191781e-1           	 1.00000000              	
Data:	 8.32762557e-1           	 1.00000000              	
Data:	 8.33333333e-1           	 1.00000000              	
Data:	 8.33904110e-1           	 1.00000000              	
Data:	 8.34474886e-1           	 1.00000000              	
Data:	 8.35045662e-1           	 1.00000000              	
Data:	 8.35616438e-1           	 1.00000000              	
Data:	 8.36187215e-1           	 1.00000000              	
Data:	 8.36757991e-1           	 1.00000000              	
Data:	 8.37328767e-1           	 1.00000000              	
Data:	 8.37899543e-1           	 1.00000000              	
Data:	 8.38470320e-1           	 1.00000000              	
Data:	 8.39041096e-1           	 1.00000000              	
Data:	 8.39611872e-1           	 1.00000000              	
Data:	 8.40182648e-1           	 1.00000000              	
Data:	 8.40753425e-1           	 1.00000000              	
Data:	 8.41324201e-1           	 1.00000000              	
Data:	 8.41894977e-1           	 1.00000000              	
Data:	 8.42465753e-1           	 1.00000000              	
Data:	 8.43036530e-1           	 1.00000000              	
Data:	 8.43607306e-1           	 1.00000000              	
Data:	 8.44178082e-1           	 1.00000000              	
Data:	 8.44748858e-1           	 1.00000000              	
Data:	 8.45319635e-1           	 1.00000000              	
Data:	 8.45890411e-1           	 1.00000000              	
Data:	 8.46461187e-1           	 1.00000000              	
Data:	 8.47031963e-1           	 1.00000000              	
Data:	 8.47602740e-1           	 1.00000000              	
Data:	 8.48173516e-1           	 1.00000000              	
Data:	 8.48744292e-1           	 1.00000000              	
Data:	 8.49315068e-1           	 1.00000000              	
Data:	 8.49885845e-1           	 1.00000000              	
